,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,,V55,V56,V57,V58
795,0.36209,0.10603,0.013971,0.08837,0.014836,0.10883,0.013142,0.084713,0.014015,0.035885,0.040095,0.040449,0.03993,0.037262,0.03635,0.035022,0.035515,0.066502,0.057756,0.068414,0.039428,0.067581,0.05197,0.067994,0.037143,0.10231,0.099805,0.059759,0.062005,0.1243,0.10569,0.061315,0.056604,0.073342,0.058628,0.051283,0.062063,0.072118,0.062582,0.044882,0.058221,0.04396,0.045952,0.047592,0.04143,0.043582,0.042937,0.048377,0.046767,0.019776,0.10248,0.019344,0.078948,0.019083,0.10174,0.022594,0.085138,0.40489,0.69569
796,0.16722,0.058284,0.004676,0.048381,0.004405,0.056235,0.0051472,0.053901,0.0054384,0.013375,0.012394,0.0124,0.016641,0.016585,0.015112,0.012337,0.011642,0.065046,0.015482,0.07058,0.018946,0.078283,0.014998,0.076193,0.011856,0.051324,0.047106,0.049367,0.049793,0.04676,0.040986,0.037485,0.034754,0.14205,0.025155,0.15678,0.023378,0.13978,0.021036,0.13309,0.025073,0.039147,0.038188,0.040139,0.034755,0.034309,0.034209,0.034829,0.037465,0.048597,0.040262,0.059074,0.03544,0.060792,0.040453,0.046324,0.035364,0.79429,0.42051
797,0.27422,0.12223,0.008085,0.035672,0.014845,0.1361,0.011822,0.040585,0.013678,0.022795,0.0199,0.030124,0.037344,0.033533,0.026935,0.029623,0.032115,0.063081,0.053722,0.053287,0.027328,0.090563,0.065173,0.049721,0.019434,0.20943,0.08157,0.048259,0.052706,0.26525,0.080526,0.034209,0.035612,0.11124,0.033922,0.050332,0.06146,0.12927,0.028477,0.034008,0.044121,0.038044,0.046375,0.046034,0.039444,0.036796,0.039923,0.034594,0.028723,0.03832,0.11897,0.035252,0.033263,0.035934,0.10254,0.025593,0.028542,0.45866,0.65258
798,0.34948,0.066125,0.016794,0.092739,0.015975,0.063122,0.015063,0.088912,0.015332,0.03071,0.031541,0.031322,0.027821,0.028973,0.030134,0.031054,0.02895,0.073777,0.039281,0.074285,0.043578,0.067234,0.033318,0.069766,0.044112,0.097154,0.089916,0.10931,0.094204,0.067814,0.072099,0.11172,0.10007,0.098124,0.063838,0.092282,0.053855,0.076616,0.059386,0.092563,0.059891,0.047114,0.041293,0.041457,0.044333,0.045648,0.041922,0.043951,0.050326,0.032193,0.055051,0.028273,0.078598,0.029328,0.05328,0.033475,0.082262,0.44648,0.68023
799,0.34452,0.064494,0.015042,0.086861,0.018075,0.066,0.013398,0.082438,0.015854,0.026663,0.025532,0.030655,0.031686,0.028611,0.026423,0.02851,0.029021,0.05357,0.025558,0.046802,0.045801,0.055028,0.021753,0.045918,0.045425,0.051499,0.038666,0.07398,0.08964,0.047959,0.041539,0.078644,0.083035,0.042892,0.03382,0.077183,0.040398,0.038909,0.033831,0.072577,0.038647,0.037434,0.040087,0.035699,0.030992,0.033856,0.036624,0.032845,0.032583,0.038959,0.051941,0.030779,0.071024,0.033728,0.05114,0.031083,0.071459,0.53137,0.68447
800,0.14501,0.081414,0.0036403,0.076089,0.004125,0.084676,0.0029071,0.076831,0.0037523,0.035323,0.028516,0.029592,0.038019,0.033967,0.031457,0.031386,0.035185,0.13747,0.049089,0.14223,0.061157,0.13312,0.044997,0.1292,0.055279,0.16271,0.15522,0.16593,0.15874,0.12746,0.1295,0.11678,0.13654,0.15726,0.093332,0.166,0.08632,0.14033,0.077215,0.1412,0.086539,0.070698,0.075524,0.067325,0.061116,0.058673,0.065823,0.066077,0.067523,0.038754,0.062266,0.041654,0.05348,0.034561,0.063622,0.037871,0.056192,0.50384,0.51034
801,0.36882,0.060258,0.015927,0.086098,0.015562,0.061621,0.014863,0.077745,0.013555,0.029361,0.025926,0.026316,0.028134,0.027476,0.024753,0.019186,0.022582,0.04085,0.019423,0.03814,0.04523,0.036029,0.014041,0.030474,0.042369,0.032937,0.027747,0.065243,0.063222,0.02182,0.022177,0.060366,0.068735,0.03363,0.03012,0.065271,0.026352,0.022438,0.021751,0.062528,0.030945,0.033697,0.034128,0.033627,0.028092,0.025819,0.027725,0.034641,0.034076,0.033821,0.05127,0.031732,0.062385,0.02814,0.048599,0.035156,0.069959,0.50357,0.71786
802,0.32249,0.082746,0.011591,0.079869,0.013462,0.079831,0.012896,0.082434,0.01299,0.033255,0.033972,0.037495,0.032592,0.033879,0.036684,0.038807,0.034543,0.060841,0.049561,0.055973,0.037958,0.065695,0.056147,0.060375,0.03569,0.08239,0.077285,0.053962,0.068499,0.087718,0.090523,0.053812,0.056953,0.076389,0.039741,0.059804,0.049748,0.087291,0.046392,0.057956,0.047486,0.044476,0.043343,0.043059,0.047474,0.046561,0.042121,0.040083,0.040729,0.028963,0.070712,0.031356,0.071621,0.031115,0.071779,0.02833,0.069972,0.47784,0.70526
803,0.28411,0.12848,0.0080299,0.085998,0.007852,0.13073,0.0076861,0.083421,0.0082626,0.028519,0.025826,0.028361,0.030674,0.028372,0.026599,0.026464,0.028876,0.083816,0.032765,0.078047,0.02047,0.075048,0.033952,0.069726,0.021913,0.11152,0.10755,0.058769,0.060554,0.10429,0.10294,0.053176,0.069178,0.11293,0.053297,0.065323,0.050168,0.10491,0.047537,0.062376,0.058521,0.046338,0.047899,0.046816,0.041692,0.042145,0.047827,0.048182,0.044628,0.031362,0.11356,0.027654,0.071801,0.026977,0.11302,0.028649,0.07573,0.50337,0.65186
804,0.35465,0.058945,0.017427,0.077344,0.017066,0.060363,0.017195,0.077661,0.016648,0.030935,0.02975,0.027068,0.029932,0.030764,0.026226,0.028604,0.030364,0.056206,0.027156,0.047717,0.058486,0.048513,0.026273,0.04797,0.055982,0.049224,0.043663,0.09277,0.10598,0.040727,0.037052,0.086266,0.1001,0.048588,0.034932,0.091779,0.034471,0.039606,0.033415,0.085941,0.039917,0.034947,0.03642,0.03829,0.03392,0.0311,0.033755,0.037112,0.036294,0.034851,0.049876,0.036214,0.06102,0.03522,0.048993,0.035435,0.06177,0.5065,0.68959
805,0.27593,0.072193,0.010479,0.071552,0.012013,0.080862,0.0098252,0.064055,0.010628,0.017372,0.017723,0.020286,0.021027,0.016077,0.0156,0.017147,0.016375,0.050722,0.020803,0.052804,0.023473,0.042249,0.025106,0.036518,0.019218,0.0446,0.04819,0.040936,0.090974,0.040619,0.051237,0.029578,0.099906,0.067332,0.031111,0.081483,0.026833,0.055971,0.022572,0.063027,0.030348,0.034681,0.037303,0.029207,0.026457,0.027338,0.02682,0.027865,0.030421,0.043259,0.061817,0.035144,0.049459,0.032763,0.054699,0.036148,0.054659,0.64765,0.62781
806,0.3126,0.08126,0.0122,0.075838,0.014758,0.078929,0.011997,0.073295,0.015839,0.027498,0.026569,0.028009,0.027614,0.025971,0.026723,0.030193,0.030123,0.060269,0.027602,0.055989,0.030291,0.059541,0.032688,0.064288,0.02975,0.057777,0.050075,0.055631,0.057949,0.060638,0.069954,0.064537,0.059627,0.059827,0.034013,0.06874,0.037572,0.067023,0.045505,0.07067,0.038731,0.039615,0.04054,0.039635,0.038215,0.045487,0.046773,0.039367,0.04043,0.038158,0.065746,0.035218,0.056775,0.037742,0.069847,0.036181,0.057752,0.52544,0.69985
807,0.38325,0.095009,0.013949,0.066625,0.014025,0.0913,0.013171,0.064436,0.015231,0.019884,0.020955,0.020406,0.021959,0.018898,0.018537,0.021581,0.020963,0.033895,0.027209,0.034222,0.015916,0.030043,0.026052,0.034981,0.015901,0.050917,0.054153,0.02798,0.025495,0.049759,0.048787,0.027191,0.030183,0.045375,0.026378,0.026302,0.023634,0.040161,0.025942,0.028183,0.026367,0.027423,0.028725,0.024002,0.023498,0.026992,0.028007,0.027966,0.026846,0.030295,0.080586,0.026714,0.052775,0.030981,0.081076,0.030862,0.052488,0.50474,0.71608
808,0.089345,0.017009,0.0035685,0.022287,0.0045475,0.023057,0.0058575,0.024787,0.003805,0.0063501,0.00713,0.0082443,0.01,0.013076,0.01028,0.0076387,0.0066975,0.025218,0.011405,0.023911,0.022078,0.031651,0.0092703,0.021158,0.011988,0.037956,0.028182,0.037825,0.060514,0.033152,0.024224,0.036133,0.044274,0.039399,0.014503,0.051355,0.020189,0.031812,0.014634,0.038198,0.018121,0.013151,0.014615,0.018886,0.015011,0.011298,0.011854,0.010647,0.011185,0.017066,0.017365,0.019368,0.020546,0.01403,0.012693,0.014627,0.018388,0.95778,0.21129
809,0.19292,0.05865,0.007489,0.063016,0.0069928,0.056975,0.0062263,0.064423,0.0076076,0.02363,0.023772,0.024564,0.023152,0.021487,0.023861,0.024044,0.023426,0.10035,0.034246,0.078579,0.049683,0.12475,0.040381,0.099021,0.056231,0.11674,0.095529,0.15086,0.28138,0.17177,0.13994,0.1761,0.2465,0.10647,0.051664,0.15928,0.090044,0.14016,0.062323,0.17425,0.063297,0.043613,0.044889,0.051154,0.049107,0.053067,0.048848,0.047386,0.043472,0.037602,0.042108,0.042566,0.049337,0.044496,0.043434,0.040714,0.049085,0.46748,0.51979
810,0.35998,0.052746,0.017096,0.11857,0.017042,0.049728,0.015412,0.1142,0.018176,0.037764,0.040429,0.039985,0.033647,0.030219,0.035661,0.038938,0.034105,0.072914,0.035908,0.06169,0.061651,0.067125,0.036406,0.063718,0.075963,0.055986,0.049486,0.10181,0.12509,0.051613,0.051671,0.10887,0.14104,0.047648,0.054458,0.078698,0.055875,0.045902,0.053401,0.094733,0.065241,0.045207,0.039606,0.034307,0.042186,0.04364,0.040831,0.041487,0.048581,0.023459,0.045561,0.02065,0.10613,0.025509,0.048849,0.026199,0.113,0.42343,0.68604
811,0.37365,0.07672,0.020224,0.087113,0.015012,0.076426,0.019868,0.08887,0.016635,0.039881,0.04185,0.03436,0.030962,0.034739,0.036595,0.033209,0.034412,0.063658,0.04436,0.066546,0.045833,0.053513,0.039187,0.061621,0.051669,0.063716,0.083847,0.090715,0.091334,0.054877,0.074144,0.092921,0.096329,0.051492,0.057028,0.058865,0.043106,0.044127,0.054194,0.060793,0.055564,0.037856,0.036647,0.039957,0.037129,0.032892,0.036143,0.043197,0.042509,0.021534,0.067568,0.023465,0.08663,0.021744,0.073477,0.02684,0.09293,0.44126,0.69737
812,0.099764,0.076053,0.002802,0.04979,0.0028858,0.068977,0.0026067,0.055431,0.0031676,0.02105,0.019846,0.019821,0.020268,0.020011,0.018473,0.020611,0.021724,0.11821,0.027588,0.11342,0.027507,0.11739,0.034063,0.18023,0.037756,0.13322,0.14518,0.11171,0.11614,0.19456,0.26612,0.19509,0.15128,0.17718,0.066676,0.12588,0.063321,0.32443,0.10095,0.16328,0.06186,0.046401,0.043591,0.04615,0.048823,0.068401,0.061797,0.049056,0.044177,0.036025,0.053001,0.042143,0.04335,0.053308,0.062702,0.042269,0.04582,0.5162,0.3887
813,0.15182,0.058831,0.0046044,0.049782,0.0051507,0.065992,0.0059058,0.06156,0.0045354,0.018908,0.017926,0.018952,0.022839,0.023354,0.025971,0.020643,0.018858,0.10633,0.021052,0.056612,0.028166,0.15235,0.026947,0.066929,0.030451,0.16422,0.065134,0.063364,0.10354,0.24038,0.072548,0.081925,0.10149,0.097175,0.031459,0.097147,0.11748,0.18133,0.038753,0.10451,0.08097,0.033361,0.034788,0.042652,0.056648,0.038492,0.034856,0.036175,0.037273,0.024168,0.050617,0.042784,0.04841,0.027194,0.048538,0.026845,0.038067,0.72909,0.38166
814,0.29441,0.087706,0.014606,0.061761,0.011695,0.084288,0.014534,0.060365,0.012277,0.03287,0.028392,0.02713,0.030138,0.031546,0.029073,0.030233,0.034216,0.06811,0.042062,0.092824,0.037951,0.067293,0.04633,0.10735,0.036525,0.093086,0.13517,0.10404,0.078079,0.099861,0.1641,0.11719,0.070983,0.095814,0.071292,0.10183,0.045869,0.10926,0.079993,0.10591,0.045101,0.044097,0.048857,0.046572,0.043321,0.050703,0.056277,0.046634,0.042288,0.034269,0.077229,0.037632,0.050389,0.038044,0.074253,0.034284,0.049452,0.48026,0.64703
815,0.43239,0.068448,0.017671,0.07624,0.019169,0.067819,0.018759,0.080962,0.020784,0.019994,0.020373,0.022368,0.023315,0.022029,0.021723,0.022916,0.023582,0.032471,0.018729,0.035246,0.025206,0.032412,0.019751,0.031824,0.024322,0.034645,0.036775,0.046813,0.040742,0.034671,0.034345,0.042343,0.04235,0.024296,0.031901,0.031094,0.030015,0.023654,0.031399,0.030254,0.030546,0.025117,0.025939,0.024931,0.025627,0.024668,0.024199,0.023575,0.023615,0.024739,0.064136,0.023987,0.069766,0.025325,0.062344,0.022622,0.074756,0.46886,0.71759
816,0.43874,0.064118,0.017464,0.086155,0.015717,0.061672,0.015371,0.078071,0.016354,0.019733,0.019465,0.017078,0.01576,0.016743,0.015848,0.018145,0.017784,0.030637,0.015086,0.021554,0.019873,0.026145,0.014445,0.022629,0.021253,0.027978,0.02054,0.027337,0.039057,0.024209,0.020089,0.037354,0.044694,0.018923,0.020976,0.023035,0.020297,0.018304,0.024825,0.026022,0.023218,0.01855,0.018575,0.015618,0.016043,0.01766,0.018514,0.018605,0.019151,0.022592,0.058042,0.017961,0.074847,0.020468,0.061782,0.021511,0.077642,0.48078,0.71599
817,0.38604,0.073543,0.017962,0.085849,0.016942,0.068408,0.015548,0.088783,0.016169,0.029165,0.029318,0.028079,0.029566,0.028585,0.029689,0.027439,0.027866,0.044686,0.037999,0.044108,0.030652,0.043491,0.036103,0.044404,0.031519,0.069483,0.048349,0.04997,0.050625,0.070852,0.046966,0.048551,0.047461,0.058199,0.039286,0.040828,0.037526,0.061679,0.037682,0.041456,0.040732,0.036813,0.034737,0.034499,0.034846,0.033389,0.033118,0.035047,0.037171,0.024569,0.064059,0.02483,0.078734,0.023282,0.065529,0.026145,0.080836,0.4663,0.71691
818,0.29429,0.075814,0.010712,0.077373,0.0072689,0.064441,0.010395,0.084796,0.012637,0.026847,0.025305,0.017201,0.01765,0.020977,0.026747,0.030554,0.03004,0.055674,0.019152,0.038443,0.016698,0.05535,0.035436,0.075476,0.031486,0.037277,0.039443,0.035337,0.040539,0.065989,0.080251,0.076184,0.060585,0.04444,0.022095,0.042877,0.0328,0.080132,0.047083,0.083544,0.034969,0.027593,0.026138,0.035446,0.043354,0.047282,0.049008,0.041939,0.038952,0.029341,0.048041,0.039587,0.062903,0.044013,0.056008,0.039483,0.058128,0.54089,0.7047
819,0.20341,0.041194,0.0072667,0.043276,0.006408,0.037955,0.0076529,0.041656,0.0065134,0.011254,0.011627,0.0096196,0.009451,0.010035,0.010238,0.011069,0.010327,0.018018,0.011383,0.014281,0.0094282,0.015753,0.010723,0.015476,0.012145,0.018866,0.018453,0.016059,0.016108,0.018486,0.015913,0.018803,0.019986,0.017058,0.011226,0.016989,0.012234,0.016044,0.01258,0.02197,0.01352,0.013015,0.012058,0.012531,0.012903,0.013351,0.013496,0.014751,0.015345,0.013119,0.032473,0.014219,0.034484,0.015255,0.03416,0.016556,0.034471,0.87962,0.40515
820,0.35628,0.074286,0.014021,0.082088,0.015592,0.07828,0.015031,0.076801,0.013527,0.023118,0.025537,0.028861,0.02633,0.025604,0.02737,0.026559,0.025669,0.036951,0.040745,0.046012,0.027229,0.038931,0.04142,0.041078,0.021714,0.10913,0.046375,0.049201,0.035343,0.10496,0.049315,0.03877,0.034505,0.061941,0.033309,0.039955,0.026038,0.069454,0.02916,0.035289,0.026713,0.03459,0.033367,0.030604,0.032588,0.029948,0.029953,0.027725,0.029476,0.02952,0.068639,0.029703,0.064941,0.027492,0.067207,0.027863,0.065504,0.49099,0.71598
821,0.28924,0.062992,0.014372,0.096973,0.01128,0.068219,0.016306,0.091662,0.008582,0.033506,0.039486,0.037694,0.02655,0.036544,0.041376,0.029224,0.021864,0.069562,0.048485,0.094098,0.035723,0.076954,0.046127,0.072011,0.02647,0.095836,0.11857,0.10037,0.068053,0.097817,0.10095,0.075788,0.057436,0.11132,0.070374,0.081236,0.051202,0.097535,0.052173,0.060672,0.046648,0.057484,0.048331,0.055521,0.059954,0.046185,0.03788,0.046877,0.056716,0.037694,0.051615,0.051471,0.072723,0.032283,0.048955,0.045135,0.071389,0.47909,0.68115
822,0.38239,0.074291,0.01491,0.064628,0.018078,0.073124,0.017419,0.076022,0.02228,0.022752,0.02172,0.026799,0.027044,0.026402,0.025811,0.030905,0.030604,0.044535,0.028235,0.034207,0.030147,0.048647,0.033359,0.039887,0.033353,0.055358,0.042991,0.051338,0.060496,0.054332,0.048463,0.049214,0.063761,0.04881,0.028471,0.053333,0.039355,0.055675,0.029151,0.053516,0.035398,0.030492,0.030893,0.031865,0.03212,0.035764,0.033878,0.028198,0.026689,0.029362,0.066657,0.027342,0.070461,0.035567,0.066096,0.023771,0.060429,0.5011,0.70455
823,0.27447,0.070915,0.015418,0.073045,0.011621,0.064522,0.010827,0.069239,0.014646,0.032401,0.035252,0.030482,0.025582,0.026673,0.028698,0.03008,0.029826,0.087822,0.061728,0.081396,0.046332,0.073131,0.053594,0.081924,0.054167,0.18044,0.1388,0.11071,0.10693,0.15321,0.13552,0.11566,0.11823,0.18271,0.057132,0.091906,0.048231,0.1612,0.055698,0.10804,0.056825,0.047944,0.043299,0.039802,0.041714,0.044074,0.044633,0.045163,0.049453,0.039912,0.051879,0.034098,0.056807,0.037889,0.05621,0.043429,0.059807,0.47667,0.60108
824,0.3973,0.089778,0.017523,0.067948,0.017994,0.091683,0.018092,0.069381,0.017044,0.027435,0.029309,0.028671,0.029543,0.028698,0.028011,0.02759,0.028222,0.034341,0.032211,0.042463,0.02648,0.034622,0.032001,0.039799,0.026087,0.04018,0.048989,0.046901,0.036881,0.036199,0.044421,0.04624,0.033694,0.038988,0.034746,0.0365,0.029249,0.035556,0.034223,0.033933,0.02866,0.030847,0.03235,0.03106,0.02992,0.029762,0.030363,0.030038,0.030826,0.027013,0.075936,0.02693,0.06437,0.025333,0.076552,0.026476,0.065437,0.46882,0.72506
825,0.28999,0.068081,0.015452,0.063757,0.014747,0.068948,0.013877,0.059507,0.013647,0.028392,0.027425,0.027827,0.030365,0.027551,0.027461,0.026276,0.028474,0.041881,0.029217,0.047277,0.029475,0.044221,0.029626,0.049041,0.028477,0.037231,0.043745,0.04106,0.043333,0.042759,0.046306,0.042545,0.041379,0.034965,0.033385,0.035812,0.031013,0.038021,0.034811,0.036287,0.030506,0.03,0.028981,0.02832,0.02828,0.028916,0.030004,0.02759,0.029207,0.02409,0.056033,0.020914,0.04921,0.021549,0.055442,0.02188,0.052171,0.69903,0.58953
826,0.38468,0.078211,0.017104,0.076811,0.017459,0.080729,0.015063,0.075704,0.01698,0.027989,0.026165,0.027615,0.029054,0.026702,0.027285,0.027505,0.02667,0.047898,0.031556,0.039484,0.027934,0.044363,0.03179,0.041247,0.028158,0.05556,0.044815,0.042307,0.049873,0.050676,0.051534,0.047793,0.053363,0.044764,0.029914,0.042029,0.035698,0.046563,0.035152,0.043835,0.039041,0.032028,0.033276,0.032924,0.031387,0.03299,0.031118,0.033041,0.033556,0.029978,0.074885,0.027739,0.064506,0.027284,0.069549,0.027837,0.065171,0.48967,0.71185
827,0.16343,0.064044,0.0059036,0.056395,0.006597,0.046231,0.006626,0.066298,0.0079313,0.020872,0.022282,0.019013,0.015932,0.01421,0.018751,0.02294,0.022767,0.10473,0.042464,0.0761,0.024789,0.078774,0.045727,0.11949,0.028485,0.1407,0.13964,0.089027,0.078207,0.12206,0.19156,0.091845,0.079927,0.13914,0.0447,0.093936,0.035926,0.17396,0.057282,0.1297,0.048501,0.035655,0.032455,0.034807,0.041929,0.05801,0.052771,0.048632,0.049075,0.04051,0.031979,0.050684,0.041331,0.071259,0.038452,0.05952,0.03393,0.63412,0.52261
828,0.37417,0.095419,0.019566,0.058104,0.018169,0.097936,0.014879,0.050539,0.015,0.033976,0.035831,0.032165,0.02986,0.028118,0.028104,0.026544,0.027846,0.049809,0.045578,0.045776,0.024506,0.040662,0.035612,0.043742,0.024477,0.067675,0.067808,0.039923,0.03944,0.052888,0.054099,0.039443,0.041846,0.057808,0.038375,0.032329,0.032079,0.045891,0.032832,0.03253,0.038677,0.034814,0.03277,0.032436,0.02822,0.028038,0.031052,0.035744,0.036039,0.02814,0.083009,0.026159,0.045258,0.025636,0.085868,0.030406,0.050438,0.4975,0.70868
829,0.22198,0.066826,0.0077579,0.055406,0.0080741,0.068515,0.0081247,0.081146,0.0078404,0.016487,0.016526,0.017984,0.016292,0.016987,0.01824,0.017774,0.015968,0.040665,0.024217,0.044271,0.015948,0.073678,0.022544,0.071823,0.015477,0.048767,0.054301,0.029183,0.034511,0.049617,0.048738,0.03591,0.029851,0.075906,0.023349,0.06307,0.025908,0.13909,0.023511,0.059872,0.022923,0.029963,0.027755,0.040006,0.045793,0.044372,0.03825,0.026758,0.030035,0.033812,0.043375,0.065836,0.050132,0.062892,0.04583,0.034137,0.041452,0.69206,0.59667
830,0.28942,0.072147,0.011455,0.087902,0.010437,0.068577,0.012687,0.086279,0.01271,0.020282,0.020124,0.019105,0.018276,0.020226,0.020742,0.020711,0.019882,0.05187,0.018612,0.049356,0.023655,0.042668,0.019564,0.052087,0.021948,0.038799,0.042628,0.055336,0.03773,0.037184,0.040022,0.055241,0.040692,0.062259,0.027149,0.053668,0.021918,0.05072,0.027542,0.058612,0.024494,0.032072,0.029196,0.030594,0.030835,0.032609,0.034817,0.034947,0.035159,0.035718,0.051118,0.037304,0.068786,0.038981,0.055395,0.043856,0.066874,0.59514,0.67931
831,0.39702,0.082878,0.017413,0.061301,0.020252,0.087809,0.01883,0.061343,0.019819,0.029499,0.028135,0.032944,0.035748,0.032757,0.030905,0.034337,0.035399,0.038619,0.032295,0.045413,0.026871,0.042154,0.040161,0.050599,0.029141,0.044713,0.049858,0.043755,0.03472,0.048523,0.061511,0.047488,0.035664,0.042242,0.036784,0.036216,0.033562,0.047932,0.042108,0.036857,0.033758,0.034857,0.037768,0.033702,0.0335,0.037141,0.03978,0.032499,0.029912,0.030325,0.081138,0.027533,0.058666,0.031022,0.07482,0.025463,0.05501,0.45611,0.72734
832,0.27314,0.075039,0.0095553,0.066541,0.0084328,0.075549,0.016938,0.089256,0.012467,0.02973,0.029343,0.023955,0.024008,0.039336,0.045646,0.040402,0.034866,0.067052,0.029588,0.055908,0.034525,0.097171,0.050704,0.087754,0.032813,0.059874,0.052623,0.053184,0.071087,0.093574,0.090148,0.068401,0.063742,0.076029,0.034092,0.072383,0.061164,0.11383,0.053979,0.069546,0.044246,0.037768,0.038518,0.059376,0.065292,0.05746,0.053297,0.043902,0.043216,0.032909,0.056904,0.049736,0.068953,0.042967,0.056781,0.037514,0.052071,0.54461,0.66692
833,0.37862,0.14666,0.015822,0.038344,0.010559,0.13046,0.01397,0.038614,0.017315,0.025831,0.022857,0.019394,0.01888,0.017427,0.018873,0.027597,0.031167,0.03406,0.055566,0.029433,0.010149,0.026475,0.064534,0.047076,0.016826,0.066045,0.11923,0.015674,0.017553,0.075912,0.14179,0.024156,0.024792,0.073985,0.026347,0.013014,0.022036,0.092652,0.036189,0.023161,0.027052,0.021402,0.022601,0.023351,0.022872,0.031132,0.034876,0.030482,0.025109,0.021691,0.12455,0.02161,0.03183,0.028249,0.1384,0.025553,0.032432,0.42572,0.71209
834,0.42401,0.063373,0.02045,0.085529,0.022029,0.061375,0.020187,0.08019,0.021224,0.023512,0.024216,0.024201,0.023929,0.021995,0.024115,0.024417,0.022396,0.031984,0.024377,0.025855,0.023113,0.03083,0.0227,0.026533,0.022857,0.03948,0.031873,0.032999,0.046373,0.035208,0.032765,0.030178,0.046409,0.026733,0.027197,0.026706,0.034431,0.023814,0.025355,0.025169,0.035423,0.027421,0.025617,0.02315,0.025284,0.02487,0.025906,0.024796,0.027298,0.023772,0.059701,0.020933,0.080188,0.022769,0.06357,0.022489,0.079352,0.46538,0.72467
835,0.11573,0.057794,0.0039588,0.049243,0.0038997,0.056015,0.0039204,0.045954,0.0039769,0.045203,0.040314,0.043832,0.044022,0.040771,0.038794,0.042388,0.04571,0.17801,0.092635,0.17325,0.08239,0.16912,0.088885,0.17299,0.081947,0.27626,0.25982,0.21427,0.21372,0.25184,0.2467,0.20835,0.21216,0.16896,0.14502,0.13553,0.13798,0.15007,0.14655,0.13961,0.15118,0.059143,0.061952,0.060685,0.057554,0.058413,0.06205,0.063652,0.05728,0.01698,0.050747,0.015199,0.043807,0.017342,0.05263,0.016508,0.04211,0.22779,0.3136
836,0.2756,0.083371,0.011992,0.058923,0.011412,0.071303,0.011111,0.061898,0.013537,0.027512,0.023102,0.022257,0.020723,0.019971,0.02079,0.025848,0.027751,0.075981,0.030463,0.049684,0.021404,0.077036,0.033347,0.075793,0.029169,0.076057,0.082057,0.036849,0.050671,0.11974,0.099575,0.057644,0.071803,0.10179,0.033417,0.052381,0.047541,0.14134,0.044953,0.08342,0.047927,0.031399,0.031144,0.036654,0.039031,0.04344,0.046248,0.047404,0.040226,0.036716,0.054551,0.039592,0.047756,0.052838,0.065645,0.045582,0.044666,0.59305,0.62905
837,0.34582,0.10831,0.013336,0.067279,0.011998,0.11192,0.012801,0.063766,0.012487,0.039485,0.037531,0.036388,0.038825,0.039832,0.035242,0.033432,0.038868,0.072991,0.050984,0.083986,0.041207,0.079095,0.051932,0.079766,0.038011,0.097435,0.10657,0.082436,0.083104,0.10255,0.10848,0.075137,0.08235,0.093759,0.072901,0.083016,0.069053,0.091677,0.070077,0.074167,0.066867,0.050988,0.054529,0.058522,0.048586,0.045712,0.055232,0.056215,0.049127,0.025696,0.09733,0.024913,0.054527,0.023489,0.096738,0.025858,0.056021,0.40447,0.68615
838,0.12145,0.09033,0.0026914,0.058419,0.0025373,0.089398,0.0027593,0.06168,0.0023737,0.022369,0.019284,0.017574,0.022107,0.022915,0.020651,0.019464,0.0223,0.096828,0.026253,0.098244,0.022099,0.10477,0.030302,0.10875,0.022925,0.11708,0.10322,0.076836,0.076244,0.12809,0.11222,0.083154,0.071872,0.1609,0.049994,0.1561,0.051282,0.19763,0.052463,0.15096,0.048772,0.046861,0.052545,0.057898,0.053282,0.05208,0.054059,0.05315,0.050438,0.043664,0.070426,0.049672,0.047041,0.051431,0.070594,0.042682,0.04501,0.68057,0.4539
839,0.23207,0.080012,0.0092373,0.064274,0.010317,0.079053,0.010103,0.061375,0.011146,0.035322,0.033542,0.037523,0.040705,0.038528,0.036892,0.040732,0.04509,0.1035,0.058472,0.10357,0.050803,0.09246,0.056809,0.093435,0.050943,0.13731,0.12872,0.10366,0.093838,0.118,0.11853,0.091322,0.11133,0.091221,0.079191,0.082355,0.067845,0.088225,0.069972,0.081541,0.07783,0.048111,0.051202,0.047618,0.04363,0.050883,0.054497,0.04605,0.043895,0.022417,0.064799,0.021791,0.04861,0.024482,0.065618,0.021773,0.04765,0.62071,0.53706
840,0.32625,0.07586,0.010876,0.085608,0.010712,0.074528,0.01088,0.085952,0.012078,0.027482,0.02561,0.028789,0.027392,0.024903,0.024071,0.025974,0.028254,0.058461,0.024481,0.058817,0.030791,0.052585,0.022884,0.059344,0.030435,0.044197,0.048276,0.070548,0.067274,0.042015,0.045897,0.065594,0.076705,0.053567,0.036664,0.068536,0.033399,0.050828,0.035426,0.067517,0.034,0.042086,0.041952,0.038394,0.038168,0.039458,0.040836,0.038347,0.040367,0.036116,0.05952,0.032508,0.070593,0.033992,0.057965,0.033221,0.073109,0.49938,0.71678
