,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,,V55,V56,V57,V58
373,0.38885,0.077101,0.019384,0.087118,0.018918,0.076252,0.020241,0.083605,0.017355,0.025647,0.025921,0.026332,0.024104,0.025247,0.027302,0.024029,0.021193,0.034726,0.029865,0.045865,0.030103,0.036001,0.029567,0.041501,0.029366,0.058941,0.075425,0.075581,0.050126,0.058253,0.071273,0.064808,0.052595,0.033759,0.048106,0.039464,0.032484,0.036139,0.045013,0.039235,0.034701,0.030365,0.028999,0.029607,0.029207,0.026695,0.027272,0.031355,0.031167,0.023993,0.07064,0.026609,0.075377,0.021777,0.070478,0.026986,0.086257,0.47345,0.71031
374,0.24999,0.071933,0.012839,0.074987,0.011169,0.060978,0.0085371,0.06724,0.012555,0.031509,0.037196,0.030224,0.02539,0.02556,0.030945,0.027372,0.024625,0.10028,0.080117,0.075264,0.029624,0.078664,0.040119,0.066285,0.037122,0.16116,0.14206,0.061321,0.077993,0.093796,0.084519,0.073604,0.089674,0.25789,0.042827,0.072847,0.062639,0.094375,0.049295,0.083471,0.060897,0.051504,0.040573,0.04049,0.045404,0.047702,0.039731,0.056327,0.066293,0.057723,0.047233,0.050492,0.049088,0.047073,0.046469,0.081371,0.049597,0.50946,0.62172
375,0.11481,0.060426,0.0032473,0.03937,0.0029384,0.061186,0.0029641,0.046857,0.003818,0.023683,0.020608,0.018745,0.023685,0.025478,0.020694,0.018785,0.023392,0.079158,0.031587,0.073731,0.033566,0.098425,0.03466,0.087772,0.031848,0.10311,0.12349,0.087057,0.1114,0.12826,0.14744,0.10007,0.098799,0.10342,0.048708,0.10006,0.06624,0.13579,0.061712,0.11127,0.054977,0.030121,0.037132,0.043401,0.036721,0.033284,0.040654,0.035573,0.030625,0.019701,0.045391,0.023749,0.034201,0.0209,0.044124,0.020625,0.035051,0.80778,0.3133
376,0.11706,0.045103,0.00504,0.029712,0.0041466,0.041622,0.0048565,0.032794,0.0042371,0.016743,0.013235,0.012063,0.014071,0.014975,0.013388,0.013654,0.016355,0.033949,0.018757,0.035874,0.017981,0.030288,0.016468,0.032774,0.016748,0.040712,0.045783,0.035326,0.03208,0.03532,0.040748,0.033825,0.034697,0.057299,0.026472,0.048022,0.022249,0.039082,0.026146,0.044594,0.024957,0.016537,0.019581,0.020284,0.018582,0.016335,0.020389,0.021564,0.017435,0.013379,0.038574,0.012014,0.028936,0.011785,0.040197,0.012256,0.026941,0.93993,0.24223
377,0.31734,0.067536,0.012624,0.075169,0.01483,0.075118,0.01359,0.077791,0.015011,0.034162,0.032921,0.037789,0.039947,0.037702,0.038146,0.037775,0.035455,0.07993,0.044274,0.082681,0.048902,0.083394,0.042843,0.080094,0.043351,0.083646,0.074895,0.083584,0.085387,0.072475,0.076985,0.075753,0.078004,0.072314,0.056393,0.08334,0.058323,0.076831,0.055036,0.074001,0.059211,0.046737,0.048923,0.050183,0.047219,0.048286,0.048004,0.045846,0.045753,0.037154,0.060317,0.035216,0.067669,0.034098,0.055953,0.030359,0.063797,0.51157,0.66676
378,0.3833,0.067554,0.018323,0.090907,0.018225,0.064861,0.015765,0.089312,0.017851,0.031703,0.030457,0.029167,0.028017,0.028077,0.028439,0.031159,0.030254,0.055379,0.032309,0.044516,0.03554,0.048874,0.028864,0.045474,0.038672,0.056318,0.050355,0.062575,0.076972,0.053245,0.049037,0.062815,0.081349,0.048524,0.033743,0.051233,0.04028,0.043751,0.037029,0.05582,0.045542,0.03416,0.033371,0.031504,0.033592,0.036538,0.034665,0.034585,0.035067,0.031436,0.056046,0.031358,0.075323,0.03182,0.058362,0.033003,0.081197,0.47271,0.70878
379,0.20589,0.075045,0.0068712,0.063094,0.006578,0.073261,0.0063363,0.056774,0.0063963,0.012933,0.014717,0.013715,0.012684,0.011416,0.013007,0.012654,0.01223,0.055439,0.019343,0.051939,0.011902,0.047421,0.017986,0.046955,0.013444,0.039131,0.0442,0.029523,0.028323,0.037526,0.035319,0.030833,0.029413,0.094313,0.018179,0.062557,0.017125,0.074159,0.017271,0.064774,0.015542,0.031895,0.030627,0.030299,0.030687,0.030529,0.030255,0.032388,0.034336,0.052645,0.044754,0.045139,0.034563,0.046073,0.046571,0.052857,0.039544,0.71161,0.60201
380,0.33307,0.072375,0.011521,0.071969,0.017874,0.070103,0.011447,0.077385,0.017788,0.026154,0.024481,0.031331,0.032002,0.025659,0.024932,0.034759,0.036846,0.055529,0.021316,0.046951,0.044078,0.054409,0.024557,0.058577,0.049955,0.057554,0.030992,0.085614,0.075471,0.05487,0.041211,0.10751,0.076534,0.037083,0.03273,0.070167,0.039821,0.04499,0.040901,0.080077,0.040151,0.036315,0.037529,0.034064,0.033875,0.040376,0.045629,0.034724,0.034089,0.035307,0.054338,0.029695,0.061593,0.037965,0.058189,0.028669,0.059345,0.51903,0.69561
381,0.24559,0.071235,0.012971,0.067366,0.0098158,0.066152,0.012954,0.069,0.011733,0.033904,0.035217,0.031837,0.029404,0.032942,0.033662,0.031837,0.032362,0.11788,0.052573,0.10251,0.046494,0.10826,0.047941,0.10332,0.049891,0.14463,0.11814,0.11671,0.12736,0.12266,0.11776,0.11991,0.14196,0.13997,0.069907,0.13357,0.072717,0.12932,0.068609,0.13576,0.08813,0.057159,0.055568,0.054644,0.057258,0.056155,0.053712,0.060743,0.063129,0.040736,0.053068,0.043125,0.0564,0.039448,0.057337,0.043627,0.056686,0.45664,0.61447
382,0.28683,0.10048,0.011008,0.10437,0.0096925,0.097589,0.0076094,0.08877,0.010543,0.045229,0.045122,0.04661,0.038802,0.037503,0.033744,0.033219,0.042192,0.10913,0.057202,0.13608,0.046597,0.0737,0.040721,0.091411,0.054189,0.14014,0.16921,0.15175,0.10161,0.10136,0.12252,0.13846,0.12332,0.14792,0.12304,0.091061,0.076571,0.07984,0.087453,0.099325,0.093182,0.065822,0.062443,0.054873,0.048272,0.049964,0.057302,0.06734,0.064334,0.027675,0.079387,0.020037,0.075226,0.021101,0.088464,0.026919,0.089831,0.38117,0.61884
383,0.42561,0.076724,0.014758,0.067959,0.016616,0.078003,0.016506,0.070876,0.016893,0.019334,0.019121,0.020594,0.020617,0.021192,0.021573,0.022546,0.021331,0.025481,0.018129,0.024328,0.019328,0.027883,0.020944,0.024445,0.018525,0.024741,0.027818,0.025524,0.032547,0.02941,0.030474,0.024617,0.030535,0.023375,0.021766,0.02532,0.024237,0.027139,0.022632,0.025393,0.021862,0.0263,0.0251,0.023889,0.025691,0.02818,0.025885,0.020969,0.023916,0.021179,0.069772,0.023106,0.066261,0.023344,0.065769,0.019817,0.064494,0.46489,0.73264
384,0.40255,0.05974,0.013095,0.078269,0.018512,0.058925,0.014507,0.078653,0.019709,0.02234,0.021137,0.021598,0.020915,0.02147,0.023807,0.026524,0.025784,0.054328,0.022206,0.026549,0.02114,0.057987,0.022656,0.032996,0.025344,0.043245,0.032674,0.027795,0.066729,0.045753,0.033774,0.034191,0.066843,0.032321,0.018027,0.035253,0.041661,0.03908,0.021294,0.043557,0.040367,0.024276,0.024702,0.026305,0.026952,0.030168,0.029022,0.026581,0.025521,0.032688,0.048521,0.030081,0.068797,0.034883,0.048155,0.027781,0.067536,0.50609,0.70453
385,0.16753,0.055619,0.0063919,0.067292,0.0095216,0.054683,0.00583,0.070829,0.0066502,0.018339,0.017089,0.020901,0.02077,0.018626,0.018222,0.018705,0.0174,0.080803,0.024818,0.083847,0.030883,0.069297,0.023613,0.098414,0.028106,0.10607,0.14443,0.081971,0.07931,0.082301,0.18397,0.08862,0.092213,0.14749,0.042945,0.10963,0.03695,0.14163,0.054486,0.12927,0.039142,0.045191,0.045087,0.037663,0.035349,0.049856,0.045799,0.040574,0.039091,0.056891,0.032461,0.046244,0.047886,0.059791,0.032687,0.052363,0.047426,0.65861,0.52473
386,0.3093,0.074342,0.012252,0.080679,0.014252,0.071687,0.010735,0.068316,0.010731,0.026027,0.026876,0.030935,0.031508,0.022337,0.0207,0.020141,0.023368,0.063491,0.025721,0.055543,0.027804,0.045292,0.016052,0.043801,0.027454,0.065358,0.042863,0.048258,0.053392,0.034249,0.026336,0.045653,0.06192,0.059387,0.034329,0.056523,0.028811,0.037178,0.024573,0.069728,0.038752,0.042183,0.043008,0.03284,0.029375,0.032908,0.03571,0.043512,0.04398,0.042868,0.054826,0.031478,0.054722,0.037781,0.058337,0.040858,0.06184,0.56373,0.69158
387,0.37743,0.093225,0.01679,0.062628,0.014374,0.093755,0.016175,0.063513,0.015587,0.02521,0.027034,0.025981,0.024976,0.02778,0.02887,0.028595,0.026735,0.035865,0.029887,0.041998,0.026461,0.036896,0.036197,0.042287,0.022889,0.045432,0.066647,0.061626,0.041721,0.04979,0.084224,0.041232,0.042949,0.040977,0.033858,0.036044,0.030275,0.050513,0.032309,0.03393,0.030019,0.028737,0.029421,0.029293,0.031183,0.032901,0.029592,0.029303,0.029612,0.023028,0.085635,0.026139,0.059271,0.025172,0.088111,0.025756,0.058693,0.48124,0.71866
388,0.40591,0.065511,0.017071,0.084274,0.020512,0.068498,0.017337,0.09067,0.020677,0.02439,0.02528,0.026318,0.02594,0.023738,0.025542,0.025639,0.025505,0.041127,0.023318,0.035339,0.029872,0.036276,0.021231,0.030397,0.0307,0.039236,0.032807,0.051032,0.055089,0.035831,0.027539,0.0459,0.065075,0.028928,0.033697,0.041542,0.037129,0.028126,0.027389,0.041023,0.040823,0.032632,0.032732,0.027257,0.027921,0.030014,0.033314,0.028177,0.029185,0.029021,0.061517,0.024341,0.079917,0.02992,0.056998,0.023516,0.080052,0.45952,0.72702
389,0.21902,0.049086,0.007467,0.071041,0.0078483,0.056405,0.0081549,0.056279,0.0097554,0.01552,0.016926,0.018433,0.016264,0.014606,0.015206,0.017111,0.017619,0.061767,0.020876,0.091663,0.01915,0.043621,0.014612,0.037995,0.017195,0.056452,0.07392,0.046856,0.04155,0.029967,0.042573,0.032863,0.038143,0.20731,0.035397,0.11087,0.020882,0.058326,0.02214,0.070838,0.026791,0.052923,0.045852,0.02593,0.028335,0.027151,0.025763,0.032914,0.037367,0.07457,0.037355,0.03939,0.042712,0.032814,0.036846,0.052846,0.050456,0.74737,0.49755
390,0.3846,0.063021,0.013174,0.11767,0.015073,0.062977,0.013646,0.12015,0.013205,0.031756,0.033058,0.036276,0.033171,0.034275,0.03672,0.035592,0.032438,0.050483,0.031541,0.054015,0.037778,0.052966,0.030717,0.053689,0.038079,0.047129,0.056633,0.067733,0.056772,0.042167,0.046608,0.059164,0.057384,0.044395,0.050883,0.048945,0.043739,0.043177,0.047646,0.046278,0.043501,0.043267,0.038227,0.039473,0.041207,0.040741,0.036231,0.034513,0.037928,0.022452,0.06155,0.018766,0.10719,0.018271,0.05813,0.01744,0.10974,0.43417,0.71824
391,0.34435,0.067542,0.011856,0.10921,0.012662,0.070489,0.012039,0.10322,0.013209,0.032566,0.035682,0.035607,0.031754,0.032212,0.034864,0.038111,0.029722,0.064011,0.036548,0.057594,0.03343,0.065157,0.039402,0.054319,0.035006,0.067235,0.05599,0.071706,0.071372,0.07172,0.058956,0.066338,0.071873,0.061528,0.047813,0.060847,0.051191,0.066297,0.042606,0.061669,0.050455,0.048025,0.04129,0.042446,0.046652,0.047915,0.040691,0.041847,0.048037,0.030395,0.061729,0.029981,0.08907,0.029637,0.05601,0.028175,0.093444,0.44522,0.71923
392,0.24416,0.10442,0.0083818,0.087407,0.0058709,0.10989,0.0084744,0.09083,0.0066571,0.04203,0.036615,0.039299,0.04299,0.052991,0.045794,0.046498,0.045687,0.098,0.052571,0.11325,0.061916,0.12291,0.067047,0.1325,0.059955,0.11232,0.13653,0.12248,0.13741,0.14155,0.17095,0.13823,0.12382,0.11677,0.09103,0.11671,0.0948,0.13771,0.10146,0.10908,0.077646,0.05067,0.058366,0.075685,0.06319,0.059057,0.06292,0.055826,0.052,0.020683,0.08924,0.025548,0.085689,0.025011,0.090703,0.022413,0.078394,0.40115,0.59458
393,0.26372,0.14335,0.010142,0.040267,0.0093247,0.14411,0.0092511,0.038209,0.0087426,0.019904,0.018592,0.018386,0.019144,0.01916,0.016522,0.016371,0.019112,0.042843,0.040736,0.044171,0.013171,0.039175,0.04368,0.038063,0.012828,0.11181,0.086162,0.023112,0.017053,0.11352,0.081491,0.021892,0.018108,0.11642,0.025313,0.03585,0.025217,0.12159,0.0206,0.033547,0.026892,0.026028,0.03032,0.031157,0.023641,0.023222,0.029269,0.031507,0.026628,0.031792,0.12861,0.028854,0.031101,0.029187,0.13593,0.031658,0.032028,0.59275,0.63227
394,0.19018,0.048387,0.0084352,0.082908,0.0085923,0.049342,0.0072415,0.075094,0.0072644,0.023909,0.026207,0.026532,0.025267,0.022648,0.023428,0.020679,0.01906,0.095353,0.033528,0.10745,0.055638,0.092205,0.030938,0.077382,0.046659,0.099561,0.1365,0.19777,0.18877,0.11272,0.087475,0.13405,0.17315,0.14475,0.075618,0.22546,0.062947,0.12613,0.046668,0.17342,0.06284,0.058293,0.050847,0.049169,0.04977,0.043561,0.041497,0.04664,0.052582,0.049486,0.035737,0.047169,0.062259,0.040789,0.033735,0.046826,0.067537,0.53069,0.5232
395,0.35004,0.086557,0.016779,0.069432,0.017966,0.088127,0.018195,0.068386,0.017224,0.029169,0.028103,0.026704,0.028975,0.026884,0.029959,0.028483,0.028777,0.052963,0.042895,0.059802,0.028993,0.05809,0.044177,0.060105,0.032258,0.10311,0.10761,0.062656,0.063161,0.11528,0.10769,0.075615,0.067353,0.069056,0.048901,0.046521,0.045491,0.076057,0.049811,0.051584,0.045483,0.033453,0.033742,0.033561,0.036835,0.035373,0.034747,0.031997,0.0332,0.03037,0.082603,0.03363,0.061534,0.030158,0.082594,0.029234,0.056989,0.49301,0.67783
396,0.34898,0.10212,0.012469,0.064484,0.011343,0.10247,0.01162,0.071987,0.011357,0.022093,0.021854,0.019168,0.019265,0.022955,0.024034,0.025599,0.024267,0.032816,0.025987,0.032562,0.02173,0.037425,0.032477,0.039735,0.02279,0.038769,0.073122,0.035825,0.041581,0.048731,0.078275,0.037064,0.040381,0.04725,0.021902,0.03953,0.024306,0.064011,0.024823,0.042594,0.023809,0.02635,0.027569,0.032138,0.031266,0.033254,0.032592,0.028216,0.02713,0.026264,0.090113,0.031368,0.059795,0.0311,0.087486,0.028336,0.054352,0.49184,0.72619
397,0.17709,0.084542,0.0057243,0.065479,0.0050441,0.088806,0.0050854,0.064337,0.00533,0.028688,0.025212,0.027116,0.031057,0.031492,0.022936,0.024756,0.028577,0.098786,0.053366,0.10948,0.048512,0.097952,0.044843,0.096222,0.048609,0.19023,0.18009,0.13098,0.15927,0.17229,0.12912,0.14034,0.12555,0.18885,0.064635,0.13042,0.058848,0.14545,0.060049,0.1316,0.055149,0.052604,0.059585,0.056702,0.049108,0.046682,0.050629,0.056885,0.052882,0.044319,0.068146,0.044255,0.046411,0.041977,0.064511,0.046626,0.048293,0.48655,0.55659
398,0.099861,0.080817,0.0037677,0.047395,0.0021655,0.083331,0.0034629,0.048078,0.0026713,0.032226,0.02102,0.021196,0.03197,0.032274,0.02522,0.02496,0.026318,0.12577,0.043867,0.13845,0.040517,0.14626,0.050226,0.13218,0.034053,0.27913,0.27603,0.15826,0.15825,0.32519,0.27632,0.16646,0.14487,0.2166,0.10527,0.13157,0.11181,0.22295,0.10674,0.12195,0.088111,0.048759,0.065486,0.061998,0.053088,0.052453,0.053892,0.059222,0.04983,0.035129,0.065645,0.031283,0.036171,0.030654,0.065611,0.028981,0.035895,0.34452,0.34569
399,0.33514,0.096548,0.012958,0.066109,0.012707,0.093376,0.013473,0.068774,0.013488,0.019685,0.021694,0.019679,0.019999,0.021792,0.021947,0.022494,0.023105,0.041479,0.019083,0.036778,0.018452,0.041109,0.025517,0.046732,0.018041,0.039639,0.049512,0.030333,0.031283,0.045115,0.062812,0.030747,0.035545,0.049248,0.024372,0.036145,0.02628,0.073788,0.028654,0.0436,0.026808,0.027311,0.028931,0.033698,0.032411,0.037133,0.035214,0.030585,0.029503,0.029141,0.078675,0.032867,0.057699,0.036837,0.076856,0.030121,0.060684,0.55151,0.69564
400,0.2895,0.0867,0.016973,0.064248,0.013713,0.08249,0.013645,0.057815,0.0098094,0.038244,0.037487,0.031831,0.03259,0.033219,0.032534,0.026876,0.029237,0.079755,0.048071,0.080766,0.030551,0.07403,0.039923,0.073926,0.029249,0.10259,0.11147,0.067905,0.079216,0.092697,0.096361,0.066679,0.071599,0.10022,0.057941,0.065002,0.049603,0.083422,0.0508,0.069843,0.057045,0.04648,0.0438,0.046546,0.046366,0.039718,0.043158,0.051287,0.05334,0.034604,0.067491,0.038478,0.044389,0.032024,0.071422,0.04425,0.05113,0.54891,0.64643
401,0.3205,0.066242,0.0162,0.076433,0.015602,0.065467,0.013855,0.074714,0.016664,0.035452,0.039495,0.040693,0.034134,0.035277,0.036444,0.038765,0.035213,0.1164,0.061519,0.097768,0.053239,0.10685,0.054515,0.089822,0.052647,0.14541,0.12626,0.11875,0.14628,0.13008,0.1143,0.10916,0.15057,0.10336,0.071954,0.097734,0.086414,0.095038,0.066336,0.091586,0.090178,0.054914,0.046492,0.046177,0.045958,0.048903,0.043326,0.048985,0.052716,0.030593,0.05908,0.029769,0.066345,0.032029,0.061793,0.031965,0.068234,0.41062,0.6345
402,0.021745,0.019295,0.00054716,0.010954,0.00039261,0.020439,0.00057563,0.010676,0.00061795,0.0071915,0.0063637,0.0063467,0.0061271,0.0077058,0.0067495,0.0055754,0.0076062,0.061448,0.0074168,0.058175,0.00691,0.046281,0.0073272,0.054166,0.0068394,0.068002,0.067658,0.054591,0.038594,0.051173,0.071678,0.050471,0.061304,0.18447,0.0406,0.16035,0.029389,0.1738,0.038167,0.17183,0.04372,0.022174,0.0225,0.021121,0.020416,0.020669,0.022301,0.024972,0.02393,0.0090098,0.017856,0.0087327,0.0093643,0.0080295,0.018331,0.0091758,0.0099739,0.9059,0.082623
403,0.25739,0.084498,0.011246,0.081035,0.010698,0.081491,0.010721,0.077214,0.009941,0.030893,0.032299,0.029507,0.031737,0.0324,0.03025,0.028872,0.029056,0.074068,0.046067,0.079299,0.042204,0.071248,0.045805,0.070059,0.041575,0.17764,0.079786,0.21269,0.064008,0.19527,0.0744,0.20438,0.069137,0.088292,0.050908,0.10029,0.04882,0.08913,0.04745,0.097284,0.049916,0.044602,0.045549,0.043565,0.03827,0.0371,0.044381,0.043965,0.043024,0.031686,0.068103,0.029807,0.066283,0.030633,0.070299,0.035911,0.069654,0.46219,0.6296
404,0.1271,0.093268,0.0034032,0.044424,0.0029406,0.092168,0.0036759,0.044384,0.0038647,0.048015,0.029528,0.0245,0.046721,0.050867,0.031536,0.025424,0.044582,0.13022,0.086825,0.13519,0.064605,0.1489,0.097267,0.14781,0.058829,0.24387,0.30482,0.12669,0.13814,0.28086,0.33237,0.13053,0.12701,0.2158,0.096372,0.12339,0.098494,0.22712,0.098096,0.11218,0.096011,0.047966,0.063957,0.070651,0.051008,0.047804,0.064243,0.063094,0.050794,0.017745,0.092914,0.021104,0.037497,0.021619,0.087955,0.019693,0.034984,0.27876,0.38403
405,0.29201,0.085488,0.01249,0.076969,0.011013,0.082216,0.011429,0.072418,0.010775,0.030665,0.033691,0.024659,0.025419,0.028139,0.030854,0.024667,0.025124,0.078086,0.033613,0.062606,0.033534,0.077485,0.039252,0.060548,0.031165,0.09369,0.072981,0.073275,0.096826,0.11378,0.07866,0.074097,0.076661,0.079682,0.042406,0.086408,0.056621,0.094481,0.042174,0.078237,0.053413,0.040984,0.039426,0.046389,0.050115,0.03865,0.037996,0.049893,0.050615,0.034851,0.066454,0.041596,0.05724,0.033218,0.068967,0.043477,0.059475,0.50268,0.68546
406,0.31011,0.054184,0.019275,0.098556,0.016754,0.052122,0.017885,0.10264,0.015745,0.030901,0.032086,0.031419,0.028194,0.029509,0.033536,0.030051,0.026924,0.06812,0.03573,0.072714,0.057147,0.069793,0.039104,0.070451,0.050628,0.086658,0.1166,0.13742,0.12015,0.094765,0.11614,0.13081,0.1127,0.099075,0.062031,0.096085,0.057759,0.10222,0.061187,0.084663,0.053363,0.039823,0.039056,0.042388,0.044262,0.038656,0.037443,0.041456,0.041979,0.03194,0.048342,0.03701,0.087529,0.030085,0.050067,0.03352,0.0911,0.48741,0.63855
407,0.37607,0.092254,0.018198,0.082494,0.01636,0.090474,0.018525,0.079277,0.0146,0.036838,0.036811,0.031998,0.028016,0.030817,0.030382,0.029588,0.026914,0.058165,0.04206,0.067094,0.029836,0.046774,0.035019,0.059572,0.035523,0.071193,0.085354,0.06256,0.047927,0.05546,0.070191,0.070897,0.06742,0.0627,0.053357,0.042242,0.039103,0.051837,0.047477,0.052353,0.047894,0.037637,0.035579,0.038068,0.037994,0.033066,0.036476,0.041451,0.044349,0.026578,0.073332,0.029387,0.061061,0.023905,0.077499,0.032841,0.068469,0.45166,0.71131
408,0.24041,0.066401,0.0085871,0.088011,0.0082779,0.073358,0.0091759,0.084208,0.0088178,0.027408,0.03179,0.031896,0.031552,0.028287,0.026731,0.028913,0.026923,0.085908,0.035366,0.093749,0.048581,0.094986,0.031168,0.080869,0.040913,0.077631,0.083241,0.12286,0.13414,0.070737,0.075898,0.087758,0.10374,0.098597,0.056637,0.14313,0.054064,0.096373,0.043558,0.10647,0.051088,0.054148,0.053064,0.053168,0.051849,0.049029,0.044772,0.046181,0.052336,0.043913,0.053934,0.049388,0.065788,0.044392,0.051624,0.040358,0.067097,0.547,0.62735
409,0.099544,0.05135,0.0027216,0.051316,0.0031859,0.052542,0.0028445,0.04978,0.0026325,0.03434,0.034148,0.035048,0.03685,0.03709,0.033937,0.031248,0.032418,0.16936,0.074723,0.18903,0.080274,0.17375,0.070382,0.16904,0.076815,0.21482,0.22811,0.24886,0.22763,0.2092,0.21145,0.23138,0.21772,0.17551,0.14291,0.19139,0.12961,0.16463,0.12785,0.19169,0.13225,0.065611,0.066329,0.064561,0.060662,0.058136,0.062283,0.062698,0.062063,0.024941,0.045168,0.022742,0.043161,0.02535,0.043329,0.023349,0.043846,0.27446,0.32151
410,0.44332,0.08277,0.01826,0.061051,0.014941,0.081145,0.016998,0.061842,0.016567,0.017249,0.017593,0.015719,0.014682,0.015585,0.017218,0.017059,0.016688,0.019824,0.019542,0.017254,0.011282,0.017941,0.01983,0.017745,0.013435,0.027019,0.030156,0.017047,0.017405,0.026118,0.029488,0.018563,0.017739,0.022414,0.016582,0.015216,0.017184,0.023287,0.018098,0.015228,0.01673,0.018021,0.017294,0.018451,0.018295,0.019543,0.018175,0.019569,0.020531,0.020015,0.074241,0.021665,0.056186,0.022037,0.077381,0.022324,0.058369,0.47686,0.72077
411,0.3387,0.07654,0.013729,0.071548,0.014745,0.082859,0.014998,0.072653,0.013681,0.028695,0.029942,0.030305,0.029127,0.031172,0.031149,0.028547,0.027787,0.056275,0.039084,0.050997,0.028331,0.060678,0.03797,0.046973,0.027772,0.063394,0.066284,0.047878,0.046501,0.061974,0.054126,0.043381,0.044461,0.06466,0.033339,0.051067,0.044916,0.060982,0.030297,0.046671,0.041261,0.038498,0.038212,0.037387,0.040082,0.036779,0.035157,0.033892,0.036432,0.034331,0.068511,0.035859,0.060268,0.034708,0.066277,0.032707,0.057831,0.50329,0.7149
412,0.34656,0.084661,0.012993,0.077447,0.012507,0.080502,0.012143,0.082234,0.013971,0.027521,0.024517,0.024899,0.026172,0.027227,0.027045,0.02839,0.03054,0.040633,0.022987,0.042985,0.027608,0.0431,0.027001,0.049706,0.03195,0.035724,0.04817,0.046569,0.05061,0.043758,0.053322,0.056331,0.055607,0.038546,0.030884,0.043602,0.028961,0.047326,0.034934,0.052639,0.028035,0.030534,0.03325,0.031751,0.030654,0.033345,0.03679,0.034893,0.030596,0.027407,0.069819,0.029132,0.069378,0.031391,0.072201,0.029576,0.067762,0.49337,0.72771
413,0.35895,0.051093,0.013905,0.11313,0.014208,0.056689,0.016487,0.11164,0.013113,0.021389,0.02175,0.021078,0.022539,0.023404,0.02354,0.019906,0.020905,0.03722,0.018658,0.053808,0.040454,0.0364,0.019776,0.048332,0.041086,0.038047,0.05569,0.11675,0.078646,0.037304,0.057786,0.10846,0.085758,0.036975,0.043297,0.062759,0.028659,0.035745,0.038059,0.063549,0.027759,0.029014,0.028427,0.030031,0.028093,0.026669,0.027055,0.026319,0.02753,0.028648,0.049716,0.031461,0.10001,0.024867,0.043176,0.027238,0.098985,0.48913,0.69776
414,0.37987,0.097358,0.015416,0.061511,0.014896,0.092778,0.014814,0.060036,0.014551,0.023533,0.021649,0.020818,0.02442,0.022626,0.021583,0.021481,0.023468,0.035836,0.023135,0.028554,0.018348,0.033952,0.023133,0.027871,0.018505,0.039288,0.03189,0.023155,0.028201,0.039372,0.030396,0.021492,0.030599,0.034905,0.021267,0.03069,0.026347,0.033925,0.020413,0.026281,0.028319,0.026014,0.027556,0.02768,0.025375,0.024801,0.026982,0.026841,0.027521,0.026917,0.084363,0.023765,0.052418,0.025889,0.083044,0.026151,0.054223,0.49883,0.72701
415,0.18681,0.062774,0.0065787,0.053372,0.0074795,0.063567,0.0076211,0.053431,0.0065452,0.015836,0.014125,0.015205,0.017829,0.015192,0.013371,0.013642,0.015056,0.053612,0.019463,0.053562,0.015984,0.05225,0.022736,0.052045,0.014991,0.037287,0.034999,0.033715,0.030826,0.045999,0.04324,0.027632,0.030102,0.065138,0.021562,0.062173,0.021458,0.073606,0.021455,0.062136,0.020755,0.025853,0.026152,0.027127,0.024591,0.026308,0.027379,0.024479,0.024518,0.030272,0.042316,0.030134,0.032371,0.032577,0.038953,0.029451,0.031502,0.77966,0.53382
416,0.31923,0.080462,0.015216,0.064824,0.017116,0.08839,0.016024,0.061225,0.01328,0.032736,0.029631,0.029489,0.033289,0.030632,0.026131,0.027209,0.02995,0.079095,0.035695,0.061508,0.051454,0.069575,0.03412,0.058022,0.060256,0.07057,0.070193,0.085346,0.13604,0.079844,0.062589,0.090798,0.18702,0.068012,0.042272,0.10548,0.051425,0.061816,0.040468,0.12989,0.057288,0.040743,0.044249,0.044196,0.038457,0.037846,0.040853,0.046823,0.040124,0.038647,0.075019,0.034059,0.054053,0.032913,0.066634,0.034821,0.053088,0.47089,0.67029
417,0.25516,0.079057,0.013976,0.051674,0.012034,0.077472,0.012142,0.057828,0.012349,0.030638,0.027351,0.028338,0.028993,0.028332,0.027785,0.03032,0.032044,0.049604,0.03436,0.062961,0.034406,0.062329,0.040058,0.071332,0.02838,0.062156,0.12286,0.070128,0.082481,0.088144,0.1277,0.053775,0.058574,0.060392,0.047907,0.068212,0.045072,0.093011,0.050954,0.054562,0.040581,0.03535,0.037214,0.038015,0.038097,0.042086,0.040105,0.033814,0.032109,0.028214,0.070242,0.034298,0.046843,0.035864,0.072312,0.028469,0.044886,0.65622,0.58244
418,0.42835,0.080533,0.012998,0.069252,0.015563,0.080928,0.01297,0.070405,0.015158,0.023365,0.022946,0.020513,0.021098,0.021555,0.02079,0.021502,0.022923,0.027703,0.014235,0.019803,0.01591,0.027814,0.013411,0.021729,0.018608,0.021987,0.015132,0.019654,0.02212,0.020361,0.013095,0.024184,0.024645,0.015557,0.01944,0.018315,0.025434,0.01573,0.019083,0.022195,0.02861,0.022864,0.023872,0.022479,0.021786,0.022459,0.022865,0.025259,0.023997,0.016628,0.077598,0.014663,0.069021,0.018432,0.079634,0.016708,0.071074,0.45103,0.74013
