"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54"
"1",0.00256875653032335,0.00250733734592226,0.00399896923821253,0.00430649530072878,0.00902215435781799,0.00192682031955646,0.00270560381729215,0.00260431533927774,0.00491964520532147,0.0028065313958125,0.000917930380268514,0.00200973906470958,0.00207871031316612,0.00756699539584968,0.00498127311890583,0.00289759559034267,0.0015370964637591,0.00107868732503751,0.0100078445608352,0.0089304564151945,0.0093133544498734,0.00480574207543675,0.0112935615419861,0.00463454241394535,0.00688230823225188,0.00466973209250035,0.0121241241816927,0.0102490973801953,0.0073174067607552,0.013974995236973,0.00697185848779004,0.00731474370509837,0.00571018437484059,0.00706334711847402,0.0022852410640047,0.00452892551769803,0.003213997590897,0.00395970250416767,0.00528690670599575,0.00408198669324841,0.0103903525300058,0.00420591679819914,0.00375713155272488,0.00291684205937031,0.00351585198138211,0.00257842825634315,0.00178772805753198,0.00211786849782856,0.00216540810706251,0.00708362425397705,0.0015407032779913,0.000906148500523086,0.00100000031931177,0.00141032188084458
"2",0.00679026350804071,0.00636719881064549,0.00910182194055375,0.00747036020872569,0.00926800476611886,0.00749117105252866,0.00885460968635999,0.00729844288221188,0.0104450735791514,0.00970597739521397,0.00711957174939093,0.00980932551023967,0.0120767216514449,0.0166640003427506,0.0135760324074235,0.0135966010272251,0.0139050764592094,0.0111720748624658,0.00563941059608911,0.00576470462249095,0.00500887658259956,0.00784714482120648,0.00922929596262288,0.00804262427018423,0.00875180342706945,0.00688876083104697,0.00888360283096556,0.0128392319558101,0.00473015861654264,0.00872977084214475,0.0119623571829925,0.0141885438826883,0.00984969721375402,0.0135829124728669,0.0103166582981139,0.0103008421138731,0.0037124633146859,0.00757284575564524,0.0118734776414657,0.00409537998228518,0.0122755098026048,0.0147801395338196,0.0165748512019832,0.00439212759860817,0.00935581330550604,0.011251445753486,0.00444723263279576,0.0110191174090342,0.0134313756231775,0.0106887774633382,0.0055756190889981,0.0149508189950168,0.00623432355607861,0.0109664457403509
"3",0.00539635457463764,0.00256400022503239,0.00271042039628424,0.00559619075255732,0.00808506611768644,0.00211941163187089,0.000796047239287417,0.00260735184502223,0.00415198034101416,0.00319037557841816,0.00443079899447254,0.00369435342444566,0.000542148808336091,0.00731397751584539,0.00461216053305504,0.00182988615069705,0.000585439883087912,0.000255150200120318,0.00319687343753507,0.00681801139564167,0.00813561273240349,0.00208573251686989,0.00866754586356415,0.00299536589769035,0.005391359657819,0.0029520615280638,0.004761992124529,0.00660239950974135,0.0045521382814619,0.00794302230867106,0.0033906508189649,0.00794311015132461,0.00219811721611436,0.00276604073385187,0.0037623091603258,0.00306166767049307,0.00191151872983674,0.00499962935382598,0.00253063711561574,0.00120470244174783,0.0087155007096119,0.00212578243340215,0.0024684007293225,0.00228519289219247,0.00449609186046132,0.00398091391680823,0.00161619513435538,0.00274721947726911,0.000571040032165944,0.0062903574366953,0.001087588043833,0.00127773198249596,0.0028950462668767,0.00120553846218057
"4",0.00110281036836263,0.00300091670753536,0.00260582740559701,0.002378760090548,0.00581555964946797,0.00192639428449579,0.0080936975018698,0.00518489712911772,0.00665553233591646,0.0139087001988343,0.00717399701897326,0.00529572948405874,0.0149509710445885,0.0141086233525282,0.0145492983031274,0.0156716729994456,0.0119743814731565,0.00922321164447744,0.00281283554968028,0.00439032080318563,0.00372787957494698,0.00213096554217626,0.00691823498008075,0.00278741225697086,0.00679544908269921,0.00832105503387847,0.006659912585734,0.00781180470516489,0.0111756176869925,0.00873783573085108,0.0153339079653469,0.0152588645746984,0.00691306155890706,0.0144152835136234,0.0130650299402989,0.00664902649040373,0.00715058751904781,0.00965024784013832,0.00861156566915017,0.0106150556832848,0.0119736410959622,0.00936369631239558,0.0127880319168811,0.00930082244172451,0.00684878188622924,0.0142638101000774,0.00910103454995071,0.0100203879560439,0.00738159302690046,0.0128994013489091,0.00441431580052647,0.00443921160536829,0.0100919963001325,0.0061010189322635
"5",0.0037079585731952,0.00215472212524918,0.00384378769509976,0.00799763149865377,0.00625792195932023,0.00490338753262238,0.0112933874828737,0.0105961593413724,0.0102871444510147,0.0100690174262368,0.0142075237887706,0.0148042966951715,0.00835910775480368,0.0194463541368073,0.011643822571688,0.0131908044352075,0.0143095681844565,0.0107546907603904,0.00931979985831028,0.0058005740290532,0.0102028978023048,0.0121210418179091,0.0100372188473618,0.0111620529850477,0.00921523297663874,0.0117571378149132,0.0149985159866148,0.0109495318238267,0.00930664442884748,0.00957344488587522,0.0104662154407084,0.0157878058944055,0.00668043273278259,0.00867738971237059,0.0181583835918086,0.00996463887406322,0.00458573525259399,0.00181302977773904,0.00248510905685941,0.00347526120699548,0.00653579844717314,0.00862008469509562,0.0144394106275191,0.00574846361578218,0.0170273119923095,0.0111750993114595,0.00626947853103976,0.0182080469573243,0.0125678062039793,0.0125137686857146,0.00783252225735421,0.0158447708569402,0.00811402452019934,0.0114128377481113
"6",0.00406414656953514,0.00388004127391082,0.00652766371527429,0.00702710222439771,0.0058979261933883,0.00211880296729511,0.00599893449856984,0.00516807204208462,0.00294284865942006,0.012880643474162,0.00386841171258971,0.00247029298176566,0.0058398913184718,0.00778744101373046,0.00703875893626874,0.00859761689142675,0.00466686033331954,0.00505910818838126,0.00746237204282648,0.00601628660157028,0.0101678943580423,0.00621748289590943,0.0104247799934124,0.00985067760257136,0.00517135137603142,0.00406771425522585,0.00541019223282495,0.00557255490838651,0.00365172869922941,0.0037153603030763,0.00416194657751818,0.00926616916328123,0.00317056378332674,0.00584784512573391,0.00624593863606002,0.00381488410975257,0.00289264022423503,0.00278765553159499,0.000948678930781072,0.00144444639305969,0.00569286945488662,0.00264949350061089,0.00249205531031882,0.00424534187500613,0.00169995587863247,0.00182656558195046,0.00516817217319564,0.00643476856954545,0.00350265145378782,0.010524630441516,0.00422155577918274,0.00294357598059448,0.00587980941919712,0.00499191048806238
"7",0.0077231267755851,0.0106501398247848,0.0102725878840911,0.0102018264470318,0.0161984782975574,0.00903633595223235,0.008148345839317,0.00869612249762506,0.0104296412601666,0.00982737504935559,0.00940922748537541,0.00723218321186725,0.00808823623783042,0.0126324740766706,0.0104603683091518,0.00965097122608571,0.00822533559524533,0.00713389114252257,0.00932364587350357,0.0113289832469965,0.0096442393422605,0.00849809494386039,0.0160325457653985,0.00990583425030542,0.011117015214306,0.00932561709131616,0.0083287295250699,0.00886214755708456,0.00892499264902388,0.0103654193301133,0.00824332550218676,0.0132554399055329,0.00761704868464056,0.0079568387993808,0.00970294459678695,0.00867254534563477,0.00658330972061299,0.00748987253409408,0.00604583241143375,0.0068606810746768,0.013048044202161,0.00749180062307387,0.00701744713248371,0.00897838161000384,0.00987838282963987,0.00755731995821033,0.0089967054465049,0.00837981702506061,0.00801006376272436,0.0144682083553892,0.00700775070485194,0.00684284387166818,0.0102984004470438,0.00833164317436842
"8",0.00579203984181601,0.0151163250150386,0.00216543079091147,0.00781004297530504,0.0118909031889741,0.00589923665702231,0.011047257209646,0.00106383136915915,0.0022587762618829,0.00907162127292357,0.00144387704756936,0.0028663238419865,0.00610281257361524,0.0132323708028916,0.00187647596067847,0.0100086822312718,0.0154627840440049,0.00818747567463854,0.000692648049621612,0.0181344316864052,0.0015836558569552,0.00330270922303755,0.0140595874138618,0.00153187150991334,0.00290607293710475,0.00601895924946863,0.0058955255210946,0.00543387990361542,0.00476978191865386,0.0045711383192276,0.000708462945533231,0.0147789371033944,0.00272421897861722,0.00155261106439022,0.0177752907216472,0.00181048156936016,0.00381746853667648,0.014945010947154,0.00419124672465361,0.00813369436670412,0.00990496497685621,0.00170131982346327,0.0041653782690644,0.000718975144276285,0.00507930506839462,0.00889913011195527,0.000646515327421021,0.00308997984353014,0.00231785864612126,0.0133705328983498,0.00477453878433284,0.00701588575758849,0.0182030389292085,0.00210527563611363
"9",0.000670689493564215,0.00109120804527219,0.0011820510457537,0.00245828832840948,0.00293411119111668,0.000646040195569859,0.000943386543470959,0.00244657787324991,0.00232133121674065,0.00243641824975685,0.00581776384851676,0.00104337571693146,0.00208068743496542,0.00613057196577735,0.00245268692884354,0.0027849901207528,0.00219648161392173,0.00169795792822968,0.00211446725262252,0.00657951082282143,0.00376924281815101,0.00325089799168909,0.0113140963930696,0.00314277196424432,0.0039105288872127,0.00623866221957845,0.00602236242798772,0.00425350162585294,0.0048490475797746,0.00495237656364981,0.00232878812874307,0.00683796047666852,0.00153427254589371,0.00148651954819111,0.00518813398095355,0.00188438058037776,0.00780374849204877,0.00542881839643296,0.00325305705277245,0.00927565431511303,0.0088253974987646,0.00594838561774648,0.0138691323236842,0.00493994582985948,0.00532973588418696,0.0110777899670952,0.00270906260101038,0.00599968847428645,0.00454562155000074,0.00784415959276992,0.00268781197317638,0.00395240194134868,0.00779533719261577,0.00239327347663248
"10",0.00317182126504045,0.00267281989261506,0.00590613526805036,0.00299616012323966,0.00396323846821553,0.00433278130052725,0.00308107638666484,0.00567326619821886,0.00309963977745718,0.00584482775075384,0.00425615602649939,0.00155075703528992,0.0046338764185405,0.00838069863228418,0.00455209517909293,0.00534343008444412,0.00741521465226438,0.00435190042978151,0.00163808470324057,0.00246455468375975,0.0062166513443694,0.00287119354802372,0.00492175991995478,0.0023728454303448,0.0043126530337188,0.00713441932271464,0.00600524620121072,0.00577015540970105,0.00473698071358511,0.00457310714515646,0.00433686046774017,0.00677437376893534,0.00473692185131408,0.00539691046715054,0.00601907456502823,0.00448307810489554,0.000769447624512258,0.00123904381488101,0.000432284147570181,0.00163587973560525,0.0068393652215814,0.000672581427853382,0.00115098391300638,0.000767291246068028,0.00181992309129357,0.00260640816594223,0.000549286548769913,0.000281340062963385,0.00213314595198506,0.00772135411752001,0.00788385682091869,0.00205117387206764,0.00299220720082146,0.00214826411794074
"11",0.0072104489259411,0.00899311882222335,0.00786144847757299,0.00611968450773647,0.0164817787543587,0.00739065192818521,0.00932963081246359,0.00834126485118344,0.00755759896576385,0.00655865683243468,0.00835352717306828,0.00874996537650203,0.0097450279805551,0.0179955070367687,0.00574855788523187,0.00696230773245331,0.0123341160127231,0.0061013109583115,0.00289090705310256,0.00890714298841573,0.00908405754140442,0.00217533400558968,0.00744512900393687,0.00587787269621738,0.00273904082076137,0.00352675927804315,0.00374366630875436,0.00346823275876421,0.00341832021472449,0.00314328867872952,0.00102383540178128,0.00128811649905325,0.000811890229798164,0.000610959093393204,0.000467059250278275,0.0011390262200101,0.0057728508999355,0.00807187186871288,0.00933814393630728,0.00891813973635937,0.0109748658976825,0.0152365435265575,0.0020227933881722,0.00968749750624012,0.0118712612046611,0.00317702153534606,0.00868977807388355,0.00850465210258695,0.00184432085461038,0.0073444211039197,0.00747184817199662,0.00667280370828529,0.00203435375793572,0.00139121222525114
"12",0.00920942825186681,0.00322233775505893,0.00484075661582585,0.0140725407700999,0.00858852074855759,0.00550781356686809,0.013930104668668,0.00590087817105985,0.0137414925428384,0.0138234816012183,0.00577154043712699,0.0103800744424329,0.0140002337345462,0.0132512013828483,0.0137668113994207,0.0147821397541659,0.00954237215960838,0.00978815370876737,0.00597337716106754,0.00861441254560907,0.00785737864436059,0.00807358005903524,0.0133661751863492,0.0109955989646082,0.00475398905463659,0.00410531036338802,0.00843353983866011,0.0042916654461813,0.003309514084564,0.00663023407741143,0.00967473934390235,0.00909393076051466,0.00807605273228755,0.00798994935172235,0.00540976850587264,0.0106078201618608,0.00328819886067322,0.00237558829592488,0.00180894296663133,0.00298518754369872,0.00833891287649851,0.00507332233174359,0.00687541383427119,0.00584123528552387,0.0114166719427317,0.0062999777847687,0.00693402738293728,0.00944135654203883,0.00790299435981668,0.010691652981805,0.0104855718013966,0.00772825499221729,0.00600427434980211,0.00744663390955448
"13",0.00256429110728366,0.00107820638391759,0.00334280123790464,0.0036893522812268,0.00207944138615859,0.00740238568704788,0.00300574001066842,0.00207261000522216,0.00541792646808978,0.00433400336570749,0.00139879328022013,0.00838818085589774,0.00732288127073484,0.0111006934215111,0.00951161793298105,0.00974478991545154,0.010191156973565,0.00951195391466093,0.00559584205243252,0.00294097936288599,0.00533997062364608,0.00784869672137451,0.00467395668152268,0.00624598642989935,0.00858968074901218,0.00538519373193082,0.0113012443025608,0.00820692876969458,0.00417614417098314,0.0128160205049831,0.012829721771381,0.0114777982040389,0.0108214866620044,0.0139044690654687,0.00785182998835529,0.0147741993224532,0.00526928364364876,0.00151121345466584,0.00415600523103938,0.00503354418360341,0.00284880634213294,0.00382095293373747,0.00566826885660188,0.00884967853999227,0.00564020075669789,0.00903920911441552,0.00892732512202621,0.00379420077764444,0.00566985172891067,0.0102484405996054,0.00720804869829551,0.00910784886303035,0.00924770189853573,0.00567212821843963
